Date,Open,High,Low,Close,Volume,Change,MA_5,MA_20,Volatility_20,Volume_MA_5,Price_Range,Price_Range_Pct,Close_Position
2025-04-09,53300,54300,52900,53000,20576960,-0.0093457943925233,54680.0,57875.0,0.025346719605228055,24228780.6,1400,2.6415094339622645,7.142857142857142
2025-04-10,56600,56700,55000,56400,22948172,0.0641509433962264,54440.0,57960.0,0.029268340914387212,24916799.8,1700,3.0141843971631204,82.35294117647058
2025-04-11,55600,55700,54800,55200,13930480,-0.0212765957446808,54260.0,57985.0,0.029725507367687115,22997468.0,900,1.6304347826086956,44.44444444444444
2025-04-14,56300,56700,55800,56200,12852613,0.0181159420289855,54860.0,57915.0,0.027439800089212575,19168214.0,900,1.601423487544484,44.44444444444444
2025-04-15,56300,57100,56200,56600,8998640,0.0071174377224199,55480.0,57865.0,0.027497812223483954,15861373.0,900,1.5901060070671376,44.44444444444444
2025-04-16,56000,56200,54500,54700,14437025,-0.0335689045936395,55820.0,57675.0,0.02816988007973504,14633386.0,1700,3.1078610603290677,11.76470588235294
2025-04-17,54700,55300,54500,55100,10867069,0.0073126142595978,55560.0,57420.0,0.027273636253622578,12217165.4,800,1.4519056261343013,75.0
2025-04-18,55300,55600,54900,55300,5848342,0.0036297640653357,55580.0,57100.0,0.026487138704828328,10600737.8,700,1.2658227848101267,57.14285714285714
2025-04-21,55200,56000,55100,55400,5941847,0.0018083182640145,55420.0,56845.0,0.02630815348147854,9218584.6,900,1.6245487364620936,33.33333333333333
2025-04-22,54900,55500,54700,55000,9532469,-0.0072202166064981,55100.0,56605.0,0.026260784652809274,9325350.4,800,1.4545454545454546,37.5
2025-04-23,56000,56100,55500,55700,11148692,0.0127272727272726,55300.0,56320.0,0.0255788178897161,8667683.8,600,1.0771992818671454,33.33333333333333
2025-04-24,55600,55800,55200,55700,10580377,0.0,55420.0,56015.0,0.02547175918348614,8610345.4,600,1.0771992818671454,83.33333333333334
2025-04-25,56400,56400,55600,55700,12183303,0.0,55500.0,55790.0,0.025001101412041087,9877337.6,800,1.436265709156194,12.5
2025-04-28,55800,55900,55500,55800,9341518,0.0017953321364452,55580.0,55690.0,0.023509773130675857,10557271.8,400,0.7168458781362007,75.0
2025-04-29,55700,56500,55600,55800,10295518,0.0,55740.0,55540.0,0.02309631812978845,10709881.6,900,1.6129032258064515,22.22222222222222
2025-04-30,55900,56000,55300,55500,13014189,-0.0053763440860215,55700.0,55375.0,0.02309865636818258,11082981.0,700,1.2612612612612613,28.57142857142857
2025-05-02,55000,55500,54200,54300,22454204,-0.0216216216216216,55420.0,55210.0,0.023149345111338815,13457746.4,1300,2.394106813996317,7.6923076923076925
2025-05-07,54500,55000,54300,54600,17136991,0.0055248618784531,55200.0,55135.0,0.022541731715606604,14448484.0,700,1.282051282051282,42.857142857142854
2025-05-08,55100,55500,54500,54600,16320532,0.0,54960.0,55205.0,0.01914463623068387,15844286.8,1000,1.8315018315018317,10.0
2025-05-09,54700,55000,54400,54800,7814322,0.0036630036630036,54760.0,55270.0,0.01912708174547607,15348047.6,600,1.094890510948905,66.66666666666666
2025-05-12,55200,57600,55000,57600,15414702,0.0510948905109489,55180.0,55500.0,0.021916017775427118,15828150.2,2600,4.513888888888888,100.0
2025-05-13,57700,58200,56800,56900,16842801,-0.0121527777777777,55700.0,55525.0,0.017072123090542984,14705869.6,1400,2.460456942003515,7.142857142857142
2025-05-14,57500,57900,57000,57400,12468089,0.0087873462214411,56260.0,55635.0,0.016354991698966866,13772089.2,900,1.5679442508710801,44.44444444444444
2025-05-15,57400,58600,57100,57300,13139736,-0.0017421602787456,56800.0,55690.0,0.015927538037499748,13135930.0,1500,2.6178010471204187,13.333333333333334
2025-05-16,57400,57500,56700,56800,10385352,-0.0087260034904014,57200.0,55700.0,0.01600572679807662,13650136.0,800,1.4084507042253522,12.5
2025-05-19,56400,56400,55500,55800,9802105,-0.0176056338028168,56840.0,55755.0,0.014560858493619027,12527616.6,900,1.6129032258064515,33.33333333333333
2025-05-20,56200,56700,55700,55900,9080577,0.0017921146953405,56640.0,55795.0,0.014488936069249241,10975171.8,1000,1.7889087656529516,20.0
2025-05-21,56200,56600,55700,55700,7794181,-0.0035778175313059,56300.0,55815.0,0.014504969950765556,10040390.2,900,1.615798922800718,0.0
2025-05-22,55300,55500,54500,54700,15254278,-0.0179533213644523,55780.0,55780.0,0.015070251395047047,10463298.6,1000,1.8281535648994516,20.0
2025-05-23,55000,55200,54100,54200,11247115,-0.0091407678244972,55260.0,55740.0,0.015121160978940043,10635651.2,1100,2.029520295202952,9.090909090909092
2025-05-26,53900,55000,53700,54700,10901337,0.0092250922509224,55040.0,55690.0,0.01497799170189287,10855497.6,1300,2.376599634369287,76.92307692307693
2025-05-27,54200,54500,53800,53900,13439520,-0.0146252285191955,54640.0,55600.0,0.015290599724834663,11727286.2,700,1.2987012987012987,14.285714285714285
2025-05-28,54300,56100,54200,55900,17516283,0.0371057513914656,54680.0,55610.0,0.017567808099959427,13671706.6,1900,3.3989266547406083,89.47368421052632
2025-05-29,56200,56400,55600,56100,12936810,0.0035778175313059,54960.0,55625.0,0.017580185860101183,13208213.0,800,1.4260249554367201,62.5
2025-05-30,56200,57200,55800,56200,26219683,0.0017825311942958,55360.0,55645.0,0.01758250306002828,16202726.6,1400,2.491103202846975,28.57142857142857
2025-06-02,56300,57300,56200,56800,12870515,0.0106761565836299,55780.0,55710.0,0.017666250202168596,16596562.2,1100,1.936619718309859,54.54545454545454
2025-06-04,57200,57900,56800,57800,19649983,0.0176056338028169,56560.0,55885.0,0.01715722217076247,17838654.8,1100,1.9031141868512111,90.9090909090909
2025-06-05,58100,59900,57900,59100,23266027,0.0224913494809688,57200.0,56110.0,0.017686105370380473,18988603.6,2000,3.3840947546531304,60.0
2025-06-09,60400,60400,59500,59800,19609659,0.0118443316412859,57940.0,56370.0,0.017739324674700775,20323173.4,900,1.5050167224080269,33.33333333333333
2025-06-10,60000,60100,58800,59200,15305760,-0.0100334448160535,58540.0,56590.0,0.018043479762875108,18140388.8,1300,2.195945945945946,30.76923076923077
2025-06-11,59500,60100,59400,59900,13610734,0.0118243243243243,59160.0,56705.0,0.014425180694865916,18288432.6,700,1.1686143572621035,71.42857142857143
2025-06-12,59700,60000,59300,59500,17755115,-0.0066777963272119,59500.0,56835.0,0.01419136628102436,17909459.0,700,1.1764705882352942,28.57142857142857
2025-06-13,60200,60200,57700,58300,20705979,-0.0201680672268907,59340.0,56880.0,0.01495455437551098,17397449.4,2500,4.288164665523156,24.0
2025-06-16,58000,58100,56900,57200,22200872,-0.0188679245283018,58820.0,56875.0,0.015589645095436288,17915692.0,1200,2.097902097902098,25.0
2025-06-17,57800,59800,57400,58100,28637003,0.0157342657342658,58600.0,56940.0,0.015824480178380815,20581940.6,2400,4.130808950086059,29.166666666666668
2025-06-18,58000,59800,57900,59800,17620705,0.0292598967297763,58580.0,57140.0,0.016346617031338998,21383934.8,1900,3.177257525083612,100.0
2025-06-19,60500,60600,59000,59200,16876278,-0.0100334448160535,58520.0,57305.0,0.016626687667994283,21208167.4,1600,2.7027027027027026,12.5
2025-06-20,59400,59800,59100,59500,18072251,0.0050675675675675,58760.0,57495.0,0.016558851150424384,20681421.8,700,1.1764705882352942,57.14285714285714
2025-06-23,58400,58500,57600,58000,16551694,-0.0252100840336134,58920.0,57660.0,0.017122098933321606,19551586.2,900,1.5517241379310345,44.44444444444444
2025-06-24,59400,60600,59300,60500,23737899,0.0431034482758621,59400.0,57975.0,0.01903882746027727,18571765.4,1300,2.1487603305785123,92.3076923076923
2025-06-25,61500,61600,60300,61300,23933612,0.0132231404958678,59700.0,58305.0,0.019098858171585843,19834346.8,1300,2.1207177814029365,76.92307692307693
2025-06-26,61300,61300,59900,60200,19402300,-0.0179445350734094,59900.0,58620.0,0.019299824242061156,20339551.2,1400,2.3255813953488373,21.428571428571427
2025-06-27,60100,61600,60000,60800,17340470,0.0099667774086378,60160.0,58865.0,0.017878564889276354,20193195.0,1600,2.631578947368421,50.0
2025-06-30,61200,61200,59800,59800,17110294,-0.0164473684210526,60520.0,59050.0,0.01847551278149008,20304915.0,1400,2.341137123745819,0.0
2025-07-01,60400,61100,60200,60200,13650991,0.0066889632107023,60460.0,59250.0,0.018486037979451288,18287533.4,900,1.495016611295681,0.0
2025-07-02,60200,60900,59800,60800,15047951,0.0099667774086378,60360.0,59450.0,0.01847243241199056,16510401.2,1100,1.8092105263157896,90.9090909090909
2025-07-03,61300,63800,61100,63800,32040639,0.0493421052631579,61080.0,59750.0,0.020939927223329928,19038069.0,2700,4.231974921630094,100.0
2025-07-04,64700,64700,63000,63300,23748959,-0.0078369905956112,61580.0,59960.0,0.02071545917419045,20319766.8,1700,2.6856240126382307,17.647058823529413
2025-07-07,62900,63300,61700,61700,17164708,-0.0252764612954186,61960.0,60055.0,0.021586344306177358,20330649.6,1600,2.593192868719611,0.0
2025-07-08,61600,62400,61000,61400,20213724,-0.0048622366288493,62200.0,60165.0,0.021467990547634305,21643196.2,1400,2.2801302931596092,28.57142857142857
2025-07-09,61400,61400,60200,60400,17533415,-0.01628664495114,62120.0,60190.0,0.02171270124270468,22140289.0,1200,1.9867549668874174,16.666666666666664
2025-07-10,60600,61200,60400,61000,14768473,0.009933774834437,61560.0,60265.0,0.02173586747874962,18685855.8,800,1.3114754098360655,75.0
2025-07-11,61300,62800,61200,62600,19140650,0.0262295081967212,61420.0,60480.0,0.021781111524680687,17764194.0,1600,2.5559105431309903,87.5
2025-07-14,62300,62600,61800,62500,13563846,-0.0015974440894568,61580.0,60745.0,0.021169410067764273,17044021.6,800,1.28,87.5
2025-07-15,62300,63800,62000,63700,18442202,0.0192000000000001,62040.0,61025.0,0.021278811098863256,16689717.2,1800,2.8257456828885403,94.44444444444444
2025-07-16,63700,64700,63100,64700,23042660,0.0156985871271586,62900.0,61270.0,0.02066643035318764,17791566.2,1600,2.472952086553323,100.0
2025-07-17,65900,66800,64400,66700,39448683,0.0309119010819165,64040.0,61645.0,0.021208779204334928,22727608.2,2400,3.598200899550225,95.83333333333334
2025-07-18,67000,67800,66300,67100,23951531,0.0059970014992503,64940.0,62025.0,0.021207200383285704,23689784.4,1500,2.235469448584203,53.333333333333336
2025-07-21,67400,68800,67200,67800,17723148,0.0104321907600595,66000.0,62515.0,0.019881370439836222,24521644.8,1600,2.359882005899705,37.5
2025-07-22,68100,68500,65600,66000,20829006,-0.0265486725663717,66460.0,62790.0,0.0195097530093024,24999005.6,2900,4.393939393939394,13.793103448275861
2025-07-23,66200,66500,64900,66400,15687058,0.0060606060606061,66800.0,63045.0,0.019407434971441706,23527885.2,1600,2.4096385542168677,93.75
2025-07-24,66500,66800,65900,66000,12660193,-0.0060240963855421,66660.0,63335.0,0.018867700908062543,18170187.2,900,1.3636363636363635,11.11111111111111
2025-07-25,65700,66300,65500,65900,8080910,-0.0015151515151514,66420.0,63590.0,0.018876172343878513,14996063.0,800,1.2139605462822458,50.0
2025-07-28,68200,70400,67200,70400,35332500,0.0682852807283762,66940.0,64120.0,0.023045668463752708,18517933.4,3200,4.545454545454546,100.0
2025-07-29,70800,70800,68800,70600,28190940,0.0028409090909091,67860.0,64640.0,0.02307709822986788,19990320.2,2000,2.8328611898017,90.0
2025-07-30,71000,73700,70600,72600,34761444,0.028328611898017,69100.0,65230.0,0.02351028033823976,23805197.4,3100,4.2699724517906334,64.51612903225806
2025-07-31,73000,74000,71000,71400,26568072,-0.0165289256198346,70180.0,65610.0,0.022160948244014683,26586773.2,3000,4.201680672268908,13.333333333333334
2025-08-01,70200,72000,68800,68900,24038534,-0.0350140056022408,70780.0,65890.0,0.02381712032138504,29778298.0,3200,4.644412191582003,3.125
2025-08-04,69500,70200,68700,69700,14780072,0.0116110304789549,70640.0,66290.0,0.02279516039372944,25667812.4,1500,2.1520803443328553,66.66666666666666
2025-08-05,71000,71500,69700,69900,14392903,0.0028694404591105,70500.0,66715.0,0.022660028357532117,22908205.0,1800,2.575107296137339,11.11111111111111
2025-08-06,69200,69400,68300,68800,12542415,-0.0157367668097281,69740.0,67135.0,0.022630928714080695,18464399.2,1100,1.5988372093023258,45.45454545454545
2025-08-07,70800,71000,69700,70500,15008213,0.0247093023255813,69560.0,67610.0,0.02297809383520099,16152427.4,1300,1.8439716312056738,61.53846153846154
2025-08-08,71000,72400,70700,71800,22241128,0.0184397163120566,70140.0,68070.0,0.022708536591465732,15792946.2,1700,2.3676880222841223,64.70588235294117
2025-08-11,72000,72100,70800,71000,11354253,-0.0111420612813371,70400.0,68495.0,0.02299982578865354,15107782.4,1300,1.8309859154929577,15.384615384615385
2025-08-12,71100,72400,71100,71100,15797656,0.0014084507042253,70640.0,68865.0,0.022832075247217018,15388733.0,1300,1.8284106891701828,0.0
2025-08-13,71900,72100,71400,71900,12305742,0.0112517580872011,71260.0,69225.0,0.022751648693709315,15341398.4,700,0.9735744089012517,71.42857142857143
2025-08-14,71900,71900,71200,71600,11946122,-0.0041724617524339,71480.0,69470.0,0.022032980315606014,14728980.2,700,0.9776536312849162,57.14285714285714
2025-08-18,71100,71200,70000,70000,13595591,-0.0223463687150837,71120.0,69615.0,0.022781526820804324,12999872.8,1200,1.7142857142857144,0.0
2025-08-19,70400,70700,69700,70000,10533082,0.0,70920.0,69725.0,0.022706292072547218,12835638.6,1000,1.4285714285714286,30.0
2025-08-20,70100,70700,69400,70500,17445516,0.0071428571428571,70800.0,69950.0,0.021717643507773724,13165210.6,1300,1.8439716312056738,84.61538461538461
2025-08-21,71500,71900,70600,70600,18843833,0.0014184397163119,70540.0,70160.0,0.0217139062489509,14472828.8,1300,1.8413597733711047,0.0
2025-08-22,71700,71800,70800,71400,9277432,0.0113314447592067,70500.0,70430.0,0.021668783532012122,13939090.8,1000,1.400560224089636,60.0
2025-08-25,71700,71800,71000,71500,10345178,0.0014005602240896,70800.0,70710.0,0.021638385609282988,13289008.2,800,1.118881118881119,62.5
2025-08-26,70800,71100,70300,70300,14712519,-0.0167832167832168,70860.0,70705.0,0.016035413587401726,14124895.6,800,1.1379800853485065,0.0
2025-08-27,70100,70900,69800,70600,10523405,0.0042674253200569,70880.0,70705.0,0.01605163862535574,12740473.4,1100,1.5580736543909348,72.72727272727273
2025-08-28,70100,70400,69600,69600,11578024,-0.0141643059490085,70680.0,70555.0,0.01489209406743133,11287311.6,800,1.1494252873563218,0.0
2025-08-29,70100,70500,69700,69700,11682267,0.0014367816091953,70340.0,70470.0,0.014506561151192766,11768278.6,800,1.1477761836441895,0.0
2025-09-01,68400,68600,67500,67600,12002343,-0.0301291248206599,69560.0,70405.0,0.013935449650624132,12099711.6,1100,1.6272189349112427,9.090909090909092
2025-09-02,67800,69500,67800,69100,10604028,0.022189349112426,69320.0,70375.0,0.014617717417145036,11278013.4,1700,2.460202604920405,76.47058823529412
2025-09-03,69200,69800,68800,69800,10283009,0.0101302460202605,69160.0,70370.0,0.014790513184896372,11229934.2,1000,1.4326647564469914,100.0
2025-09-04,69500,70100,69300,70100,12284414,0.004297994269341,69260.0,70435.0,0.014337799417817895,11371212.2,800,1.1412268188302426,100.0
2025-09-05,70300,70400,69500,69500,11526724,-0.0085592011412267,69220.0,70385.0,0.013341801798850458,11340103.6,900,1.2949640287769784,0.0
2025-09-08,69800,70500,69600,70100,9263135,0.0086330935251799,69720.0,70300.0,0.012772153277946834,10792262.0,900,1.2838801711840229,55.55555555555556
